Rocblas                                            float16 NN m=49152 n=3072 k=768  1817.7545 us 127.59 tflops
DeviceGemmXdl<128, 16, 256, 4, 8, 16, 16, 1, 8> NumPrefetch: 1, LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  7534.6041 us 30.78 tflops
DeviceGemmXdl<128, 16, 128, 4, 8, 16, 16, 1, 4> NumPrefetch: 1, LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  4992.5175 us 46.46 tflops
DeviceGemmXdl<128, 16, 64, 4, 8, 16, 16, 1, 2> NumPrefetch: 1, LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  5176.8336 us 44.80 tflops
DeviceGemmXdl<128, 16, 32, 4, 8, 16, 16, 1, 1> NumPrefetch: 1, LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  9290.1688 us 24.96 tflops
DeviceGemmXdl<64, 16, 16, 4, 8, 16, 16, 1, 1> NumPrefetch: 1, LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  17454.2427 us 13.29 tflops
DeviceGemmXdl<256, 256, 128, 4, 8, 32, 32, 4, 2> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2118.7387 us 109.47 tflops
DeviceGemmXdl<256, 128, 256, 4, 8, 32, 32, 2, 4> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2067.6088 us 112.17 tflops
DeviceGemmXdl<128, 128, 128, 4, 8, 32, 32, 4, 2> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2327.9583 us 99.63 tflops
DeviceGemmXdl<256, 128, 128, 4, 8, 32, 32, 2, 2> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2104.4555 us 110.21 tflops
DeviceGemmXdl<128, 128, 64, 4, 8, 32, 32, 2, 2> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2480.9046 us 93.49 tflops
DeviceGemmXdl<128, 64, 128, 4, 8, 32, 32, 2, 2> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2403.0132 us 96.52 tflops
DeviceGemmXdl<256, 128, 64, 4, 8, 32, 32, 2, 1> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2561.7080 us 90.54 tflops
DeviceGemmXdl<256, 64, 128, 4, 8, 32, 32, 1, 2> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2376.1091 us 97.61 tflops
DeviceGemmXdl<128, 32, 256, 4, 8, 32, 32, 1, 4> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  4093.1330 us 56.66 tflops
DeviceGemmXdl<128, 32, 128, 4, 8, 32, 32, 1, 2> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2989.6984 us 77.58 tflops
DeviceGemmXdl<128, 32, 64, 4, 8, 32, 32, 1, 1> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  3567.0571 us 65.02 tflops
DeviceGemmXdl<64, 32, 32, 4, 8, 32, 32, 1, 1> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  6170.0792 us 37.59 tflops
DeviceGemmXdl<128, 16, 256, 4, 8, 16, 16, 1, 8> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  7497.7355 us 30.93 tflops
DeviceGemmXdl<128, 16, 128, 4, 8, 16, 16, 1, 4> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  5055.3412 us 45.88 tflops
DeviceGemmXdl<128, 16, 64, 4, 8, 16, 16, 1, 2> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  5161.4985 us 44.93 tflops
DeviceGemmXdl<128, 16, 32, 4, 8, 16, 16, 1, 1> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  9253.5744 us 25.06 tflops
DeviceGemmXdl<64, 16, 16, 4, 8, 16, 16, 1, 1> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  17447.7024 us 13.29 tflops
DeviceGemmXdl<64, 16, 16, 4, 8, 16, 16, 1, 1> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  17439.4150 us 13.30 tflops
DeviceGemmXdl<64, 16, 16, 4, 8, 16, 16, 1, 1> NumPrefetch: 1, LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  17454.5307 us 13.29 tflops
DeviceGemmXdl<64, 16, 16, 4, 8, 16, 16, 1, 1> NumPrefetch: 1, LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  17446.2471 us 13.29 tflops
DeviceGemmDl<256, 128, 128, 16, 2, 4, 4, 1>        float16 NN not supported
